alpha,beta
-4.9758928320246945,3.3074494112428545
-4.9783346529491235,3.3007691973785978
-4.987534601450462,3.1868822472318623
-4.980789764158981,3.333109619399282
-4.981818736362261,3.3981777633586625
-4.985449748451556,3.4265951093946194
-4.99043831517963,3.4297037877879153
-4.999131718660386,3.3630702861101724
-5.018242888091095,3.102769542352194
-5.0146071814773885,3.199862862766833
-5.015823510154355,3.157917135760085
-5.022325525033829,3.1087010770351764
-5.018172408273782,3.1978566939971675
-5.0121198888843965,3.4148866726139153
-5.018732599266695,3.3286488947339006
-5.026783428017993,3.258265480384369
-5.03598117350199,3.1316831280867667
-5.050083467343654,2.916301451169073
-5.046689861341735,3.0177295292017456
-5.040467015141112,3.1704308079003436
-5.041333632916833,3.179562723529282
-5.0419807299737895,3.165558955594662
-5.044571316659479,3.1490640439780515
-5.046007654471939,3.1649985719722276
-5.04154871757359,3.3339235411992982
-5.046488298636168,3.2563085769118274
-5.052138697937556,3.201570152513411
-5.046668537988122,3.339555350577769
-5.053061305617701,3.293780740531947
-5.053761547074459,3.344021194494044
-5.05792364126995,3.289722104373181
-5.05710249599337,3.3433632111110674
-5.061432993355549,3.300924736222269
-5.062647629236175,3.309671748149567
-5.0796807877777,3.0473944763433902
-5.0658039338531475,3.2872829507749493
-5.077502158975987,3.1451039648348744
-5.078033099704181,3.1777164398290894
-5.0751459972769375,3.242633136684048
-5.082743508551998,3.149299529026504
-5.081714898695851,3.203585631863378
-5.080724630664492,3.2440514984827185
-5.0884063100426795,3.183199764569367
-5.096940190565677,3.0505696107380587
-5.100445289318768,3.0538824727131466
-5.096093637866951,3.1930863619791165
-5.101500003722056,3.1029068659158
-5.107149035661381,3.061974422333888
-5.113723197879617,3.0302517215767693
-5.10861079655294,3.137307295031498
-5.093310696984106,3.450439715137857
-5.1049293564155125,3.2852650364855482
-5.108473765056369,3.2992576646503666
-5.118671583506174,3.1717447440224253
-5.113941097537801,3.3072896841241266
-5.122495634609207,3.193651100718807
-5.120092318873244,3.285727299683734
-5.114852578337205,3.444156467028731
-5.128127762775178,3.2789722182208387
-5.141028232814527,3.092909283936318
-5.146867500755844,3.0146861963664424
-5.146529037841693,3.017473762561117
-5.145277666405404,3.1023189104078535
-5.133141686050144,3.3483877483178404
-5.144908486659039,3.1745198824016443
-5.138034675951974,3.3718058220907565
-5.1485345870848835,3.2336046851377582
-5.162176623531305,3.059351792450578
-5.1665852028102375,2.989170991494207
-5.16842986940157,2.9815883616212244
-5.157138383694335,3.2574655229652176
-5.167634402393116,3.119640086338637
-5.171558201210866,3.0761170731096326
-5.176087953972052,3.0852960676001
-5.174715939204658,3.1741629121363535
-5.161211490878629,3.3867872532425873
-5.167169563187324,3.3118990853935397
-5.163082458633602,3.439432336231193
-5.166342773685878,3.4473349467329184
-5.18111430522391,3.2451562968552237
-5.18376725375937,3.255912615826374
-5.18703017786358,3.249075349388251
-5.189720394269603,3.194132424845853
-5.196622323500977,3.076854753169722
-5.1952557898905285,3.142689770950402
-5.19845546505406,3.144046649305702
-5.197254953603123,3.1928180585784314
-5.203632073924982,3.116730133216666
-5.208376523373983,3.0961353843273742
-5.197942322625242,3.35926642818063
-5.205619339128933,3.2587346677192843
-5.211011216983438,3.1686467209384075
-5.206321053419864,3.2761729384475746
-5.206392380491429,3.3718647772563135
-5.205481676152556,3.421017257632104
-5.205253689660171,3.4989963621206357
-5.226251200418144,3.198818053615474
-5.243309250556724,2.9818920953868653
-5.224015813988756,3.3482600317395335
-5.232169818463728,3.230901315859188
-5.235411380967058,3.1595426281525008
-5.244359664533423,3.0325760059664675
-5.232763945390809,3.2762929781553396
-5.241715009359706,3.1855512772713093
-5.238233668936397,3.2583268840814954
-5.242127844678929,3.2176955954551896
-5.246457636094705,3.165473488885236
-5.247217609211286,3.211581631532623
-5.238568119521306,3.345394087870843
-5.244530108874453,3.271869655658071
-5.248415513066429,3.283083253023208
-5.244336075350242,3.438251634896314
-5.255299733700793,3.2781865744664485
-5.25208959075059,3.357817360535968
-5.258168568235503,3.2385102216584407
-5.246576951080004,3.511516644959765
-5.249228242267717,3.5096915363755286
-5.260794416752449,3.364281510258058
-5.273757083661474,3.171329978697312
-5.28154964139235,3.1051626636366136
-5.278226747345937,3.2495187312133
-5.2750342036552675,3.3050718795265954
-5.278108755693991,3.293134782307164
-5.277331507195184,3.3180079973298144
-5.276391317106362,3.4508989092460665
-5.282524560840925,3.3783893371651286
-5.271942970508528,3.6242007502076032
-5.28628330069526,3.433475820616945
-5.2938115722930394,3.334690702635095
-5.297557524592312,3.2973898058972226
-5.294748908604721,3.3342579606046696
-5.30185462532118,3.2311522036173015
-5.296415389720918,3.381614374118142
-5.310343411726198,3.1465837328058495
-5.3109553301875145,3.1788631209625478
-5.310964565552152,3.2345075262257925
-5.31377883263506,3.2139743556249427
-5.32088273319971,3.0776745384626585
-5.325804279449995,3.051233294763027
-5.3237913536504635,3.128033802958343
-5.3145068568632,3.3852038268763747
-5.313711155048648,3.382757838122861
-5.320657418016695,3.350949020413032
-5.336450230655294,3.1400217061822318
-5.327497572930828,3.317521575673915
-5.342026985843021,3.116192836237054
-5.333086241676625,3.394902096166787
-5.352755433949776,3.14050469870687
-5.367173131829127,2.9295333219509088
-5.362050043533142,3.075664706750725
-5.362112755973755,3.102921262436786
-5.350917235278314,3.3100212103880353
-5.363364810981085,3.1443709144297722
-5.365038745148978,3.1583067012227173
-5.362374482097807,3.3179157412150335
-5.373431423773018,3.209981608580712
-5.369167743090401,3.3704005300019158
-5.365374568809662,3.4661060471548413
-5.3680274215513215,3.4264395171769033
-5.375216909987338,3.3164137232107747
-5.372999922171713,3.38732455550619
-5.3855003881635,3.2263299804206387
-5.398934413057134,3.032556357237674
-5.407701609046257,2.919182210862759
-5.398735649917626,3.115860012356241
-5.392130723409193,3.2682955988540066
-5.393072400516272,3.3166863426869484
-5.393651490816745,3.4123762439353125
-5.396609434077393,3.4194777908658405
-5.402384635069229,3.364236572107884
-5.410098847392002,3.3301401591005595
-5.414978911751472,3.2430769439749394
-5.421745108427186,3.2114465620288435
-5.409838615734493,3.4000872111467357
-5.42542153303464,3.1546366096304825
-5.420950765714708,3.261754465105664
-5.426612274906577,3.1522210645909703
-5.423879008828856,3.265352560563714
-5.416405209029519,3.4868206176180605
-5.435542132603215,3.2132512164208666
-5.4351082739479475,3.2874450724252346
-5.428551948451404,3.468848975608875
-5.44540498116423,3.2087516421383677
-5.435923599571399,3.423414446206392
-5.438105993704429,3.425241777789729
-5.447330482828475,3.297284593770011
-5.449894914507927,3.2553119475577694
-5.459750225085978,3.1611088423642615
-5.453417455039122,3.3485539901806156
-5.460920055561141,3.2118584051824257
-5.472289343710027,3.0658076093870577
-5.459218671157738,3.314714906682451
-5.459574789555932,3.309926022424677
-5.466504568930394,3.2622778311475846
-5.47399723511815,3.1204480039865397
-5.477811840760035,3.091089830405877
-5.4740580456739965,3.2232708356458537
-5.469168510379745,3.321202000584963
-5.471031682441209,3.3637358603261562
-5.4682081021257645,3.428742789440049
-5.4789065671306805,3.2588163626426208
-5.473138229646313,3.468539027343673
-5.470614414873541,3.5210110555616474
-5.488981045349548,3.226824469611008
-5.494596525462505,3.1425497015045005
-5.494150566124669,3.2009052619605973
-5.4976758521987685,3.146297491527334
-5.492182158663923,3.2759596858775097
-5.5093341605119,3.0579056531283997
-5.510884232544882,3.073091921327229
-5.514927310857287,3.0298780223811193
-5.509051266412601,3.1378402573999455
-5.503835383203126,3.302340902336513
-5.505275865634736,3.350970079823259
-5.5084987816573685,3.3021238390198437
-5.5175391053018314,3.167146675315198
-5.527329667327981,3.0084307847909915
-5.514545846954736,3.322195326339199
-5.52988446353974,3.0922812440006955
-5.536718131932681,3.0073735621265434
-5.527867745923144,3.19645015541221
-5.528284961566994,3.2799343080341035
-5.529066141694028,3.3105044046373133
-5.5396125330671495,3.185522343810434
-5.5362290715380675,3.3136744464747956
-5.539305456811559,3.2786180602566635
-5.541062978842654,3.3094130337301797
-5.531459423222767,3.504660092312724
-5.557913637191859,3.0766738787492818
-5.55633150737101,3.1254511500659126
-5.559701918370861,3.0629669473521624
-5.550158614826061,3.189798484724519
-5.553907352895782,3.1351366355118357
-5.562654313493662,3.0221669080627356
-5.544819012108557,3.393963705720472
-5.559305723831382,3.1772682899089086
-5.5672949645427945,3.105072131422983
-5.569364620934239,3.082183653629205
-5.570870475004569,3.0888935736758176
-5.575864097115702,3.0246912585909236
-5.563900089691338,3.2383437775633186
-5.572843473072986,3.1155050858835556
-5.566869624296141,3.2393549316987915
-5.568104678427146,3.2090885380007568
-5.568957594026118,3.1864352190609653
-5.565994462659114,3.301216360736464
-5.565389961593007,3.4148541356683073
-5.57585493844775,3.295183161899589
-5.5781246842475225,3.272433283319462
-5.585474915605802,3.1752975056258803
-5.576972749390009,3.3409244089821417
-5.583844845018553,3.2382103438540075
-5.59224033374588,3.16083133633565
-5.597141913533001,3.0988460683408445
-5.593888300239075,3.11672752269951
-5.586379394617895,3.291592648165448
-5.596741086410146,3.1638667176564312
-5.601582305881746,3.1149407889349314
-5.598835033120733,3.160008375211799
-5.60128244356435,3.1456485500833096
-5.593667808004845,3.3174698070208293
-5.582417292294645,3.554762808310129
-5.600149690610508,3.278964022749529
-5.5961380529174605,3.3605877553792354
-5.597681127841631,3.413757647531248
-5.606639767954479,3.2889547185877577
-5.610634084694791,3.3072802297640185
-5.604122301960897,3.4269115692632153
-5.608619033673239,3.3846738915595123
-5.611903602007793,3.388355953521556
-5.61724189349911,3.288400044924172
-5.610817711318151,3.4471479118998625
-5.61715480907631,3.394449804262421
-5.628345013426508,3.2246608484195045
-5.641748122463922,3.001482102051114
-5.636889461900463,3.131171065650026
-5.6434115353767,3.031564931508276
-5.645238802305985,3.0749856070831263
-5.629834786969467,3.41017205159019
-5.6309154509948245,3.495995140462877
-5.647773462157878,3.2883237123666245
-5.655055545676469,3.254834532644185
-5.65500178955791,3.267058353410432
-5.648394087864036,3.4585163607482046
-5.64671741960094,3.518590439720306
-5.653331128070518,3.488116976314354
-5.652470077458083,3.5714515221781498
-5.670397937125516,3.2864572897113344
-5.672367003166883,3.3315322810838963
-5.671091886803879,3.402591848418955
-5.678162964873952,3.3153077225292353
-5.678317987129425,3.3317611681390793
-5.683912417513495,3.3017901955651023
-5.695730651733172,3.1573160982807993
-5.701249679841274,3.0545012042324147
-5.702536717812796,3.097985814493941
-5.700058532355339,3.203423877060746
-5.692648971141428,3.402771703182601
-5.708102021238091,3.1570251605957624
-5.71165380314304,3.1059849072990535
-5.710906262687232,3.106522828244987
-5.70762769122143,3.1984755234151314
-5.713780917241136,3.13719479260688
-5.726047705694102,3.0020819997931842
-5.714127469739359,3.2636582370707345
-5.714393107504679,3.3278888935215916
-5.728105426116854,3.1237665264928345
-5.719890107500916,3.3079232262619054
-5.719437648831096,3.3673528587461514
-5.721384138934266,3.344396465099294
-5.7314148593070255,3.1897180646011276
-5.731592161849451,3.244724681879285
-5.742615757931124,3.0841242910504607
-5.727668329992884,3.4453480626212416
-5.742798142383744,3.2345351804976312
-5.746347380920708,3.1707218241287003
-5.739515929319324,3.287210640451114
-5.738280248185045,3.3068105824390495
-5.751830398129698,3.0939856088309696
-5.750185780413822,3.1539197722328676
-5.755216721222795,3.1213523345299725
-5.752703041108963,3.173963901214897
-5.754487261452058,3.1959626612131697
-5.749635561685501,3.257236671866472
-5.769567617798208,2.9521726768993943
-5.76843388040643,3.0031353397207883
-5.761499695021473,3.1557205109071584
-5.7584658436409075,3.2459557417897447
-5.766264073142765,3.1288692593127942
-5.75339144786863,3.398141982398163
-5.768953924444838,3.1867931728287604
-5.770984090408727,3.176432199984414
-5.764228515263741,3.371795594291037
-5.779545607930634,3.14540853231841
-5.7879737726843254,3.014642297450343
-5.7868901723907245,3.106248751188986
-5.785064713355539,3.187544045682273
-5.780054937348494,3.3142540714634388
-5.786758167858767,3.244734214440951
-5.785662209527396,3.273081767640395
-5.795555932474688,3.135874318627053
-5.789846767385461,3.323206290208166
-5.802846172173405,3.1140104089241163
-5.8041607920967815,3.063803154683036
-5.798681900800134,3.1518283831983402
-5.799950895096179,3.17486311811928
-5.791671606947691,3.360204875512923
-5.8004127543235136,3.259346502678928
-5.81149506895673,3.097256689274583
-5.809695951946186,3.115750190052821
-5.812645128196365,3.104580487904534
-5.811511833065013,3.133941200239815
-5.81364242558545,3.09537921603575
-5.818447860850398,3.010274942180499
-5.801957391331221,3.349697830987666
-5.807512368284531,3.2440867045161212
-5.816466580263675,3.0997123851569546
-5.825612770320843,2.9609864535682364
-5.819727243769706,3.119773379350907
-5.81748783336138,3.2314108012142366
-5.826969782383968,3.0701918016730985
-5.8132396243239945,3.3711688716044446
-5.812365548966689,3.4180818679824667
-5.820203478578185,3.2942066801432857
-5.824242357880561,3.2848748233875256
-5.82810671210211,3.2823669744083315
-5.840142069833139,3.137391036767155
-5.840184602582344,3.2105228292276973
-5.835826495022277,3.298478939373151
-5.8407864918043675,3.2465277244908903
-5.850932174073344,3.1004952941714072
-5.854487858748442,3.0817454420740216
-5.857029130030843,3.0709077401996474
-5.854907617137625,3.1273483792456784
-5.853884379871052,3.21080304507135
-5.852606103985986,3.235411416188619
-5.855437266475364,3.177137556602113
-5.840198168547609,3.517818065683022
-5.8562889506317415,3.2773191915433038
-5.858653294184177,3.3116916561463268
-5.864518889334601,3.2401271618256233
-5.863148682305929,3.3072195579509067
-5.870647227908953,3.188488873251325
-5.866352505161273,3.2666169933794604
-5.8648015625665755,3.3554350427100323
-5.867434958353999,3.347944535759302
-5.865133285849469,3.41866018863875
-5.879959834653974,3.2025204801343574
-5.885221748668495,3.1194554470436846
-5.871003402992719,3.425089048012309
-5.868767559950154,3.520459342166719
-5.880369666361818,3.3399205647348724
-5.877706610038252,3.3869329083646353
-5.88504725116075,3.243514730255827
-5.881395321329423,3.328955714001962
-5.885210082642573,3.276288201331457
-5.880117997347724,3.434478757141645
-5.893138350215162,3.229390628245997
-5.909993284256743,2.9817959590698755
-5.901715768378465,3.1490990879055634
-5.902670331970615,3.1526113669996283
-5.909674255895788,3.052870857132059
-5.9130150892370965,3.0033821571222643
-5.896158878354847,3.3832292847869883
-5.900419572087133,3.414929888138933
-5.900634553015526,3.48797884739599
-5.905344644043224,3.4452035660452047
-5.910474818422828,3.3843424693363877
-5.920183699378746,3.239661577673327
-5.911517671676698,3.4722653578062244
-5.934789133831555,3.089705710896513
-5.939775737682999,3.0837755994806324
-5.930139173691403,3.309398133571475
-5.924667887951343,3.5091321547026397
-5.937583384661817,3.3116285814060413
-5.945893121761999,3.1873949552124254
-5.948622763995697,3.1750750710088527
-5.940515233062467,3.3341209311191844
-5.943398622839032,3.345755107476643
-5.9480234533135645,3.2868650654109857
-5.954447500236091,3.191323121090402
-5.96087688927218,3.100150290459899
-5.956709832070508,3.209746573973924
-5.950758302773532,3.308355010253211
-5.954101281263428,3.2769993437791767
-5.9509338091783315,3.3565561777887463
-5.9489678649492275,3.442583744155525
-5.959619770655036,3.302938337884676
-5.964765505647454,3.2605969821584186
-5.964837951179077,3.334392065152925
-5.964024032272027,3.381629231884878
-5.981253786741928,3.143844580386263
-5.982339748762179,3.1969880924323015
-5.979305570664718,3.3192254187107975
-5.980277560212779,3.3588639829598304
-5.979407051225055,3.4032407091352983
-5.989512618125722,3.2665786794493594
-5.979780788296918,3.509535432646095
-5.991748976706838,3.342267872520286
-5.992310318546594,3.3729132136459437
-5.9876466764149345,3.5388105356118342
-6.008641236527691,3.2632639499815594
-6.009206884839946,3.2594947051831267
-6.009843564873169,3.3211787764224687
-6.0213217976051805,3.1479763785058346
-6.017153415838277,3.1838678182317524
-6.0212714165538275,3.1530627558694837
-6.011161328532374,3.383681682088045
-6.025889257389256,3.1788243466630024
-6.0140275062981985,3.434373176083785
-6.025558383451,3.2700986465218618
-6.02553866749399,3.3545871374999234
-6.035123924108062,3.2077827486772774
-6.040489603523508,3.142520745583499
-6.048885862604812,3.0155139112709564
-6.040644022129002,3.155908729171192
-6.036525985191817,3.2660009424275667
-6.0414477142037395,3.2147784273338593
-6.028720979911517,3.48448341648718
-6.047789345017007,3.2000965535960635
-6.044627177973401,3.257640216579293
-6.035960360277267,3.415142200817784
-6.048083241705735,3.258604886084721
-6.042934372479093,3.467339122520792
-6.044619938264485,3.4888545556474426
-6.055515805730206,3.3542302278808527
-6.0513674992778945,3.5165842971242993
-6.068593450527333,3.2354117815119263
-6.072194925872057,3.2122966285987236
-6.071309805664023,3.3291547181311443
-6.081331404955694,3.181063823227202
-6.067928316400667,3.43807379979778
-6.073709617486268,3.3797808408114514
-6.0763777481013035,3.400014360565635
-6.0832349975666435,3.3015654554787
-6.086169013510698,3.2952484731583627
-6.097200566033297,3.170859352259622
-6.106842375145148,3.000370973433802
-6.105889587739476,3.059339701486047
-6.104058051627959,3.100234403501059
-6.093707679989252,3.293883557461065
-6.0997234848131034,3.234394608610498
-6.108729760601547,3.114604722680864
-6.106681452487159,3.1676717290462952
-6.11641440558905,3.005792976426614
-6.109865503779417,3.107781273107829
-6.10475644542097,3.2608110111145097
-6.1098519243858975,3.1715988104727817
-6.106840515152331,3.2617801871561323
-6.094179192915151,3.4884583816665575
-6.104671018422025,3.299755357439226
-6.115092234652519,3.1726508918697083
-6.11300290238524,3.2228810222883064
-6.119421166482403,3.1898524020745844
-6.118619092307227,3.236509060445969
-6.123931489610434,3.1905291730048964
-6.112807890137315,3.432823254541763
-6.115827352631836,3.479258700673397
-6.125087010741695,3.340664548785484
-6.127312271595366,3.281118217445569
-6.128378086049756,3.2608280177742532
-6.118581803662753,3.4375055414122637
-6.12221981738062,3.379437768215847
-6.13547706133821,3.21934214580027
-6.129849293003509,3.3853087154137254
-6.139262420501953,3.2636965342099447
-6.147614388157968,3.1093207443731483
-6.140889776991986,3.2485260698046425
-6.147158450738513,3.1757893137327446
-6.13717636630047,3.384434027531908
-6.140213631181683,3.3824451518739242
-6.140321420635057,3.416456599436551
-6.14914887530139,3.3148690826722156
-6.149505105466966,3.347701925237335
-6.158381764791188,3.1863350382304185
-6.161036263086085,3.2495319519155603
-6.165313151060107,3.2039706844969427
-6.167851645292895,3.168815216430095
-6.16287260229932,3.2672238405989
-6.159913781252913,3.405929206399993
-6.166346266009863,3.3384653368127237
-6.16626524519446,3.399790111209504
-6.179751313095961,3.1930191364984477
-6.172246040661532,3.361762182728039
-6.176890074880573,3.295620090198306
-6.181140056184846,3.240235611455275
-6.189359844416135,3.189521241675953
-6.185653663529676,3.2558079709652272
-6.1875030912553575,3.2929760671478587
-6.19022592463795,3.283441102594104
-6.20907999627997,2.979370058183788
-6.208907623062015,3.034808307931125
-6.19486119563042,3.2719690928028293
-6.1954344262578545,3.3056343134860433
-6.201987059726078,3.227455493215179
-6.203974886529777,3.1634294951547948
-6.199581676560369,3.316534173626515
-6.20478891935391,3.2376294506419754
-6.2109896692104245,3.1518889945167965
-6.211968775043215,3.1340416351118585
-6.215742680225486,3.096412187539026
-6.21332834328706,3.206318465730369
-6.202389747382442,3.4361875911573203
-6.209178432209393,3.360235095170526
-6.215742393897227,3.2896315249850976
-6.216855039096493,3.3243081620872337
-6.2206101414771515,3.29017524353201
-6.218591809932806,3.3581873557948603
-6.211543887503632,3.5263347401505825
-6.218522737800996,3.50549170522232
-6.2330718675030505,3.2903325917329034
-6.228589908833665,3.4299462484305447
-6.236877338024334,3.3053372132209025
-6.239879535503175,3.3156310840407857
-6.2504937089533925,3.1748035062096402
-6.251520882419365,3.167116514568628
-6.251510783913191,3.208604398394439
-6.254380138799204,3.198982425564882
-6.2570971400186846,3.20822415937592
-6.257907099535946,3.248427425894637
-6.254186482111371,3.3168130007180987
-6.256287280604404,3.379327961715588
-6.254865784822879,3.4293797875876457
-6.2652918266684505,3.308318099070878
-6.271111646277493,3.222495986020524
-6.259125071538813,3.4665892525786246
-6.265787677478252,3.3663067014650947
-6.270141361478832,3.265566749397892
-6.271143852639922,3.3090758735657615
-6.275207854993639,3.296387014478575
-6.277434951018779,3.30162473891321
-6.263420994408513,3.594954433556681
-6.279920080377401,3.264534234303607
-6.281942339093001,3.22287684086941
-6.283357653717527,3.289848867453632
-6.293675819730804,3.0877597418250815
-6.284679689732929,3.3253319152298912
-6.29649528781036,3.1433503738327953
-6.278580397912345,3.50748700557789
-6.291163285087779,3.326659702569762
-6.294282134559187,3.3291253051391174
-6.298385408675371,3.323730435620216
-6.287408815057795,3.558113207499097
-6.296281904660159,3.402582255004512
-6.302662935118467,3.318104299487866
-6.3061576339333785,3.281384778328022
-6.310084804669299,3.2569108624826937
-6.319721351948458,3.0959642025965324
-6.313123727930247,3.303390968917859
-6.319781839221987,3.1632559413850845
-6.3191394307045,3.1908274561146257
-6.3077429365956545,3.506877965764623
-6.332570033763873,3.134931157116366
-6.334441953854383,3.1333901506338906
-6.332716469541008,3.1648703844576023
-6.337428585683199,3.155280609944258
-6.332290505230884,3.337673314441533
-6.336427542445569,3.2700940413069692
-6.336303652803417,3.31880426551427
-6.34340751035346,3.2485116256660658
-6.35072120260303,3.1363926245144294
-6.355884244464871,3.034581023477159
-6.35461642432701,3.0969787707801055
-6.360973759308452,3.0441205236952977
-6.354093819202704,3.199143249855449
-6.346259286497354,3.403913436868786
-6.35119364820828,3.371766414613867
-6.356748373774027,3.326249316411317
-6.35429070074913,3.3718925329934626
-6.36103538190406,3.31521522901858
-6.362163787047082,3.317311290717969
-6.365257682983364,3.274518560626856
-6.38178724299683,3.028699711951338
-6.3808678089228605,3.0513949099019477
-6.380856437330664,3.018049304470378
-6.380877178937879,3.0382215195317306
-6.37136701209262,3.2641813244121436
-6.368646556426205,3.390659564929909
-6.381275547598098,3.198990264714622
-6.380979549021574,3.239149974881661
-6.370158476563228,3.493115190737452
-6.363199688147585,3.634915833681451
-6.381215212427262,3.359258199746633
-6.378178643521518,3.4413231098085215
-6.390385282529746,3.321266242399311
-6.38897398816208,3.3825708181080962
-6.38321009284258,3.5291119364180052
-6.398735698654062,3.288891103106002
-6.407488299495587,3.1814263695647282
-6.402530980243801,3.2542175433089073
-6.412418107740063,3.1030486273835107
-6.397296849267665,3.357238823188662
-6.394117524576021,3.477302501682824
-6.397060329891747,3.4489144209306457
-6.404693012899708,3.354329083390125
-6.4166020816464595,3.1962894045427315
-6.435251066077399,2.881284156914896
-6.427357322936933,3.037145283117863
-6.43165838989758,2.9994455836938907
-6.42558274443753,3.13289464871171
-6.417651148551984,3.287002453912534
-6.4327639174183435,3.0245891667042626
-6.429602254480416,3.0946260597605075
-6.423367316536681,3.2608976831325065
-6.427923553662493,3.2073980390153
-6.422007934247865,3.357919288437811
-6.425613409447409,3.3371718307997362
-6.434875898115956,3.2356258506801936
-6.435191324900079,3.2137033479723502
-6.438244637783697,3.2021596597087654
-6.437156318554611,3.226944754279945
-6.44079423805446,3.197264000716903
-6.449567881596632,3.0644272095258014
-6.452839476475835,3.043171725897115
-6.451885446806173,3.130365793840192
-6.444321704351587,3.2777173893824036
-6.440410438603338,3.399751412699194
-6.460097812648772,3.0869855325250812
-6.454325280872711,3.2498574946374488
-6.452068516084237,3.4031877944176094
-6.4568545381254046,3.3529191743631497
-6.464998978764025,3.263848352536564
-6.4751041470435995,3.158708667286246
-6.4736650710362476,3.215862045909838
-6.473426533294425,3.2389774629034527
-6.478108109394981,3.1811446774718233
-6.486938590415662,3.051007165862676
-6.490396398141192,3.009090424306085
-6.490841725650048,2.9963225922901184
-6.478250179643416,3.2820269585847983
-6.489301482246074,3.084306042959822
-6.486642754527417,3.1157890987753216
-6.484666826520193,3.154878538852656
-6.488335007936872,3.075493978906818
-6.493618141932651,3.0438708821276417
-6.490618160566977,3.1411217326813388
-6.487789263279769,3.176138056814462
-6.495703541259026,3.113420986108691
-6.490628941383032,3.2084020837261567
-6.4840963709832025,3.3751245313362737
-6.48846027267758,3.3388451920391438
-6.498483518553357,3.191054134498232
-6.501951732421583,3.1725409580622697
-6.494766219599819,3.331062595167316
-6.5003327134888265,3.25882634250284
-6.4976100778506884,3.2955102448336446
-6.5073606316669785,3.1358971837005534
-6.498418297401769,3.3410304808204625
-6.5034962921427075,3.2888398288767005
-6.5120683342536,3.123305396810295
-6.510579559618543,3.1292460291917967
-6.512027669298119,3.1293951850287334
-6.50420755113097,3.329355438571872
-6.504685486270113,3.334369726125994
-6.507836093554325,3.3382240721516556
-6.518621583351387,3.205594915052031
-6.531666874288257,2.9841796936865883
-6.522595313199362,3.177318594925816
-6.510482306556784,3.448075952041033
-6.522011554046865,3.2325324220264138
-6.5286774239887535,3.1648174672362788
-6.5218765171371444,3.3629920897134493
-6.528709633007343,3.272358631058472
-6.5180160623308465,3.5162357748574786
-6.532975030247699,3.29917664661882
-6.5346400452521385,3.352926028593438
-6.545276871228629,3.174978618077752
-6.549944973519036,3.1442733398811122
-6.55506507876352,3.0813516990161434
-6.555530668538855,3.122425188677054
-6.555174028227658,3.1490681674022856
-6.555569887170138,3.140322381310133
-6.55335914419305,3.2391613975872144
-6.545988219755431,3.3716998395101436
-6.552437812738898,3.3082581111100726
-6.539323590076091,3.601334869249238
-6.550411657559978,3.447021601733386
-6.557553528353621,3.371343310060035
-6.55747857139132,3.3364771129105386
-6.564829390883829,3.2665688292144286
-6.5671798612588335,3.2289394013209534
-6.569467944953421,3.189842175676084
-6.568820070588865,3.2390308476415295
-6.5659051730376055,3.3051155702200514
-6.571123921492294,3.236042810825043
-6.567580097109242,3.3269793479089427
-6.572431202908157,3.33664981905021
-6.5645182971667095,3.462141140759191
-6.575542333008126,3.3538214060797653
-6.57908177536757,3.321988561258257
-6.5929222743739535,3.0901949756663787
-6.588561491867327,3.2245120633939424
-6.592494276845106,3.135078764813287
-6.58920285857876,3.1814355778164853
-6.5817860846182805,3.3099676655744483
-6.5850654338793895,3.332746902363847
-6.58786765653619,3.3293706912067416
-6.5807774126505265,3.449483365722854
-6.5901622130040645,3.326991292086336
-6.5955407845906535,3.2123438523465246
-6.587594148894635,3.3880908231965035
-6.5867396005026535,3.4036628338568535
-6.585283789839299,3.4763952715020374
-6.5999115191744995,3.281143485943608
-6.604978562497728,3.233749400686081
-6.60395639944383,3.2921893729677194
-6.604083117594772,3.2688692965717023
-6.60032546490502,3.3941079722271996
-6.61652010712814,3.1326712367098843
-6.604565714297777,3.3904210284913887
-6.602248376552526,3.4582958403924606
-6.610391746150852,3.3213591403152436
-6.615888278845174,3.300536983730445
-6.625598148783127,3.1397212614568355
-6.623436543279399,3.2092202973767554
-6.62780936389111,3.147382920069124
-6.631577849845333,3.057724722219668
-6.621490832487902,3.333569902582895
-6.615755391467756,3.4308273175967505
-6.635164113871522,3.1638740816447912
-6.623676630338057,3.348518426170742
-6.631773209157372,3.268573266524606
-6.643104007267845,3.0716633051941415
-6.6298520671063725,3.35006177609743
-6.625500582085265,3.498673647589748
-6.632021792966633,3.3922976125250472
-6.639944126899359,3.3292025676919996
-6.645281021453628,3.239752818248139
-6.647643827676722,3.225360963348192
-6.652121688440141,3.2563671109674788
-6.651133248058251,3.3061514048363585
-6.640946343627955,3.5725123387301347
-6.647045887691945,3.491476999931288
-6.644087013914225,3.6006784351557592
-6.658924449404625,3.350137069338825
-6.6563050279970035,3.3779924026842836
-6.660394488596347,3.3193720754564717
-6.657159530439257,3.3742651413632863
-6.6549605756127415,3.500436430038895
-6.666350974593908,3.320653637760075
-6.668263969621907,3.2814836299572474
-6.655321957832486,3.5151421256254136
-6.65412464746824,3.530054162014502
-6.674894252722983,3.20459129799379
-6.6834171388511905,3.088213273369146
-6.676670942707103,3.2225886247137416
-6.664884377453547,3.434140298963261
-6.665352787915756,3.4351908404561526
-6.673704965202669,3.271598095580487
-6.66168449337863,3.5536640996102693
-6.669636295454888,3.470400718532179
-6.682100244330127,3.2915253585921636
